DOCUMENTID,AFFILIATEWEBID,BIDAMOUNT,BIDDATE,BIDTIME,RANK,AVAILABLELOADS,STATUS,ISINITIATOR,GROUPID,PASSKEY,LOADS,REASON,WINNINGBID,USERNAME,CREDITSHARES,SHARES,GROSSWEIGHT,DESCRIPTION,ID,INITIATORWEBID,WONLOAD,WINNINGBIDLOAD,AUCTIONDATE,SESSIONINFO,TRANSPORTATION
BL191478,ColumbusZD,2001.0,20200129.0,1345.0,0.0,2,3.0,1.0,,,1.0,,2001.0,Dan,0.0,2001.0,41146.73,"Bev, Pineapple Coconut Water, Ginger Ale",302242.0,,1.0,1.0,20200129.0,2,0
BL281006,Atlanta,-1999.0,20200421.0,1128.0,0.0,1,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,9340.0,"BP, ENGLSH MUFFNS, BLUEBERRY BREAD",302255.0,,1.0,1.0,20200421.0,1,0
BL282022,Atlanta,5000.0,20200421.0,1132.0,0.0,2,3.0,1.0,,,1.0,,5000.0,ctheus,0.0,5000.0,43599.6,"Meat, Pollock portions",302256.0,,1.0,1.0,20200421.0,1,0
BL202117,SanJoseZC,500.0,20210129.0,1410.0,0.0,6,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,33416.64,AAA Test 2,302268.0,,1.0,1.0,20210201.0,1,0
BL202119,SanJoseZC,500.0,20210129.0,1410.0,0.0,6,3.0,1.0,,,1.0,,500.0,mloeffl,0.0,500.0,33416.64,AA Test 3,302267.0,,1.0,1.0,20210201.0,1,0
BL217035,Chicago,-2000.0,20210825.0,940.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,-200.0,mloeffl,0.0,0.0,18000.0,Seashare Test 2,302287.0,,1.0,1.0,20210825.0,1,1
BL217026,Chicago,5000.0,20210825.0,940.0,0.0,1,3.0,1.0,,,1.0,,5000.0,mloeffl,0.0,5000.0,37500.0,Clean-Test B1,302288.0,,1.0,1.0,20210825.0,1,1
BL217034,Atlanta,1000.0,20210825.0,959.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,1000.0,melandfear,0.0,0.0,42000.0,Seashare Test 1,302289.0,,1.0,1.0,20210825.0,1,0
BL217035,Atlanta,-200.0,20210825.0,1000.0,0.0,1,3.0,1.0,,,1.0,,-200.0,melandfear,0.0,-200.0,18000.0,Seashare Test 2,302290.0,,1.0,1.0,20210825.0,1,0
BL217026,Atlanta,600.0,20210825.0,1000.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,5000.0,melandfear,0.0,0.0,37500.0,Clean-Test B1,302291.0,,1.0,1.0,20210825.0,1,0
BL217034,Chicago,1000.0,20210825.0,939.0,0.0,1,3.0,1.0,,,1.0,,1000.0,mloeffl,0.0,1000.0,42000.0,Seashare Test 1,302286.0,,1.0,1.0,20210825.0,1,1
BL216979,Atlanta,500.0,20211118.0,1341.0,0.0,1,3.0,1.0,,,1.0,,500.0,ctheus,0.0,500.0,21141.05,"Meal, MARIE CALLENDERS,CHKN 30 lbs",302294.0,,1.0,1.0,20211118.0,2,1
ID_9219,MilwaukeeZC,-500.0,20211118.0,1344.0,0.0,248,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,ctheus,0.0,0.0,100.0,Test Load,302295.0,,,0.0,20211118.0,2,1
BL192639,MilwaukeeZC,-1000.0,20211118.0,1346.0,0.0,1,3.0,1.0,,,1.0,,-1000.0,ctheus,0.0,-1000.0,24977.61,"Meal, Marie Callenders Pies, PF Chang, Healthy Choice, Etc.",302296.0,,1.0,1.0,20211118.0,2,1
BL216982,MilwaukeeZC,5.0,20211118.0,1348.0,0.0,1,3.0,1.0,,,1.0,,5.0,ctheus,0.0,5.0,10388.74,"Meal, MARIE CALLENDERS,CHKN 30 lbs",302297.0,,1.0,1.0,20211118.0,2,0
BL202131,Atlanta,-2001.0,20211118.0,1332.0,0.0,4,7.0,1.0,,,1.0,Bid Amount less than Minimum Reserve Shares,,ctheus,0.0,0.0,27661.82,load 1,302293.0,,,0.0,20211118.0,2,1
BL229431,Atlanta,100.0,20230124.0,1117.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,25080.0,"TEST, Marion 1_24 2",302407.0,,1.0,1.0,20230124.0,1,1
BL229430,Chicago,-2000.0,20230124.0,1116.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,35490.0,"TEST, Marion 1_24",302406.0,,1.0,1.0,20230124.0,1,1
BL229374,Atlanta,-1999.0,20230125.0,1128.0,0.0,3,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,24122.08,"Cond, Country crock, (5-24 loaded to Choice)",302408.0,,1.0,1.0,20230125.0,1,1
BL229380,Atlanta,0.0,20230125.0,1129.0,0.0,1,3.0,1.0,,,1.0,,0.0,ctheus,0.0,0.0,27556.93,"MIX. Angela Mia Pasta Sauce, Whole Tomato, Duncan Hines Cake Mix, ETC",302409.0,,1.0,1.0,20230125.0,1,1
BL229374,Atlanta,-1999.0,20230203.0,1151.0,0.0,2,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,24122.08,"Cond, Country crock, (5-24 loaded to Choice)",302410.0,,1.0,1.0,20230203.0,1,0
BL229362,Atlanta,-1999.0,20230203.0,1509.0,0.0,3,3.0,1.0,,,1.0,,-1999.0,ctheus,0.0,-1999.0,42000.0,"Dairy, Almondmilk (5-24 loaded to Choice)",302411.0,,1.0,1.0,20230203.0,2,0
BL229433,ErieZC,500.0,20230221.0,1524.0,0.0,12,3.0,1.0,,,1.0,,500.0,melandfear,0.0,500.0,960.0,"NF, Airfilters, Test multibids",302431.0,,1.0,1.0,20230221.0,2,0
BL229433,ErieZC,-2000.0,20230221.0,1524.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302433.0,,1.0,1.0,20230221.0,2,0
BL229433,ErieZC,1.0,20230221.0,1524.0,0.0,12,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,960.0,"NF, Airfilters, Test multibids",302432.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,-2000.0,20230221.0,1421.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302412.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,-300.0,20230221.0,1421.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302414.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,-1995.0,20230221.0,1422.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302415.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,-600.0,20230221.0,1421.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302413.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,0.0,20230221.0,1422.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302416.0,,1.0,1.0,20230221.0,2,0
BL229433,Nashville,2.0,20230221.0,1422.0,0.0,12,3.0,1.0,,,1.0,,2.0,melandfear,0.0,2.0,960.0,"NF, Airfilters, Test multibids",302417.0,,1.0,1.0,20230221.0,2,0
BL229434,Nashville,1.0,20230221.0,1422.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,480.0,"NF, Airfilters, Test Multibids",302418.0,,1.0,1.0,20230221.0,2,0
BL229433,Atlanta,-1996.0,20230221.0,1423.0,0.0,12,7.0,1.0,,,1.0,There were higher bids.,1.0,melandfear,0.0,0.0,960.0,"NF, Airfilters, Test multibids",302419.0,,1.0,1.0,20230221.0,2,0
BL229433,Atlanta,400.0,20230221.0,1423.0,0.0,12,3.0,1.0,,,1.0,,400.0,melandfear,0.0,400.0,960.0,"NF, Airfilters, Test multibids",302420.0,,1.0,1.0,20230221.0,2,0
BL229433,Chicago,1234.0,20230221.0,1424.0,0.0,12,3.0,1.0,,,1.0,,1234.0,melandfear,0.0,1234.0,960.0,"NF, Airfilters, Test multibids",302422.0,,1.0,1.0,20230221.0,2,0
BL229433,StCharles,5678.0,20230221.0,1425.0,0.0,12,3.0,1.0,,,1.0,,5678.0,melandfear,0.0,5678.0,960.0,"NF, Airfilters, Test multibids",302423.0,,1.0,1.0,20230221.0,2,0
BL229433,Gary,3456.0,20230221.0,1425.0,0.0,12,3.0,1.0,,,1.0,,3456.0,melandfear,0.0,3456.0,960.0,"NF, Airfilters, Test multibids",302424.0,,1.0,1.0,20230221.0,2,0
BL229433,ArdenHillsZD,4567.0,20230221.0,1426.0,0.0,12,3.0,1.0,,,1.0,,4567.0,melandfear,0.0,4567.0,960.0,"NF, Airfilters, Test multibids",302425.0,,1.0,1.0,20230221.0,2,0
BL229433,Gassaway,7890.0,20230221.0,1427.0,0.0,12,3.0,1.0,,,1.0,,7890.0,melandfear,0.0,7890.0,960.0,"NF, Airfilters, Test multibids",302426.0,,1.0,1.0,20230221.0,2,0
BL229433,Seattle,2345.0,20230221.0,1428.0,0.0,12,3.0,1.0,,,1.0,,2345.0,melandfear,0.0,2345.0,960.0,"NF, Airfilters, Test multibids",302427.0,,1.0,1.0,20230221.0,2,0
BL229433,StCharlesZD,30.0,20230221.0,1429.0,0.0,12,3.0,1.0,,,1.0,,30.0,melandfear,0.0,30.0,960.0,"NF, Airfilters, Test multibids",302429.0,,1.0,1.0,20230221.0,2,0
BL229433,StCharlesZD,75.0,20230221.0,1430.0,0.0,12,3.0,1.0,,,1.0,,75.0,melandfear,0.0,75.0,960.0,"NF, Airfilters, Test multibids",302430.0,,1.0,1.0,20230221.0,2,0
BL229468,StLouis,-2000.0,20230428.0,930.0,0.0,1,3.0,1.0,,,1.0,,-2000.0,melandfear,0.0,-2000.0,44660.0,"NDP, test this",302460.0,,1.0,1.0,20230428.0,1,1
BL229463,ErieZC,10.0,20230428.0,912.0,0.0,1,3.0,1.0,,,1.0,,10.0,melandfear,0.0,10.0,9784.0,"Snack, Snack Attack",302458.0,,1.0,1.0,20230428.0,1,1
BL229464,ErieZC,15.0,20230428.0,913.0,0.0,4,3.0,1.0,,,1.0,,15.0,melandfear,0.0,15.0,12404.92,"Pasta, Mama Mia Pasta",302459.0,,1.0,1.0,20230428.0,1,1
BL229467,StLouis,-50.0,20230428.0,931.0,0.0,1,3.0,1.0,,,1.0,,-50.0,melandfear,0.0,-50.0,41384.0,test,302461.0,,1.0,1.0,20230428.0,1,0
BL229466,StLouis,100.0,20230428.0,933.0,0.0,1,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,15125.75,"Test, test test",302462.0,,1.0,1.0,20230428.0,1,1
ID_10335,StLouis,1250.0,20230526.0,1206.0,0.0,20,3.0,1.0,,,1.0,,1250.0,melandfear,0.0,1250.0,12000.0,"Cereal, test multiple bidding on maroon loads multi",302464.0,,1.0,1.0,20230526.0,2,0
BL229527,ErieZC,2000.0,20230831.0,1120.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,5000.0,melandfear,0.0,0.0,37100.0,Test 8/31 overallocation,302512.0,,1.0,1.0,20230831.0,1,1
BL229527,Atlanta,1000.0,20230831.0,1119.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,5000.0,melandfear,0.0,0.0,37100.0,Test 8/31 overallocation,302510.0,,1.0,1.0,20230831.0,1,0
BL229527,manchesterzd,-1500.0,20230831.0,1120.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,5000.0,ctheus,0.0,0.0,37100.0,Test 8/31 overallocation,302511.0,,1.0,1.0,20230831.0,1,0
BL229527,ColumbusOH,5000.0,20230831.0,1123.0,0.0,1,3.0,1.0,,,1.0,,5000.0,melandfear,0.0,5000.0,37100.0,Test 8/31 overallocation,302513.0,,1.0,1.0,20230831.0,1,0
BL229522,Atlanta,-1900.0,20230831.0,1049.0,0.0,2,3.0,1.0,,,1.0,,-1900.0,ctheus,0.0,-1900.0,37800.0,TEST 8/31 bidding scenarios,302509.0,,1.0,1.0,20230831.0,1,1
BL229522,ArdenHillsZD,-1800.0,20230831.0,1045.0,0.0,2,3.0,1.0,,,1.0,,-1800.0,ctheus,0.0,-1800.0,37800.0,TEST 8/31 bidding scenarios,302508.0,,1.0,1.0,20230831.0,1,1
BL229560,Chicago,-2000.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302572.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,-500.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302573.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,-600.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302574.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,100.0,20231114.0,919.0,0.0,40,3.0,1.0,,,1.0,,100.0,melandfear,0.0,100.0,41160.0,"Dough, Cresent dough, test overallocation 1",302575.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,6.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302576.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,7.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,7.0,melandfear,0.0,7.0,41160.0,"Dough, Cresent dough, test overallocation 1",302577.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,8.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,8.0,melandfear,0.0,8.0,41160.0,"Dough, Cresent dough, test overallocation 1",302578.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,9.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,9.0,melandfear,0.0,9.0,41160.0,"Dough, Cresent dough, test overallocation 1",302579.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,10.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,10.0,melandfear,0.0,10.0,41160.0,"Dough, Cresent dough, test overallocation 1",302580.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,77.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,77.0,melandfear,0.0,77.0,41160.0,"Dough, Cresent dough, test overallocation 1",302581.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,44.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,44.0,melandfear,0.0,44.0,41160.0,"Dough, Cresent dough, test overallocation 1",302582.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,33.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,33.0,melandfear,0.0,33.0,41160.0,"Dough, Cresent dough, test overallocation 1",302583.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,22.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,22.0,melandfear,0.0,22.0,41160.0,"Dough, Cresent dough, test overallocation 1",302584.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,11.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,11.0,melandfear,0.0,11.0,41160.0,"Dough, Cresent dough, test overallocation 1",302585.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,99.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,99.0,melandfear,0.0,99.0,41160.0,"Dough, Cresent dough, test overallocation 1",302586.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,333.0,20231114.0,920.0,0.0,40,3.0,1.0,,,1.0,,333.0,melandfear,0.0,333.0,41160.0,"Dough, Cresent dough, test overallocation 1",302587.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,-9.0,20231114.0,921.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302588.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,1.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302570.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,2.0,20231114.0,919.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302571.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,654.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,654.0,melandfear,0.0,654.0,41160.0,"Dough, Cresent dough, test overallocation 1",302589.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,987.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,987.0,melandfear,0.0,987.0,41160.0,"Dough, Cresent dough, test overallocation 1",302590.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,31.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,31.0,melandfear,0.0,31.0,41160.0,"Dough, Cresent dough, test overallocation 1",302591.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,111.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,111.0,melandfear,0.0,111.0,41160.0,"Dough, Cresent dough, test overallocation 1",302592.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,12345.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,12345.0,melandfear,0.0,12345.0,41160.0,"Dough, Cresent dough, test overallocation 1",302593.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,896.0,20231114.0,921.0,0.0,40,3.0,1.0,,,1.0,,896.0,melandfear,0.0,896.0,41160.0,"Dough, Cresent dough, test overallocation 1",302594.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,-98.0,20231114.0,922.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302595.0,,1.0,1.0,20231114.0,1,0
BL229559,Chicago,1.0,20231114.0,922.0,0.0,1,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,6620.0,"Test, test warehouse contact, ml",302596.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,444.0,20231114.0,922.0,0.0,40,3.0,1.0,,,1.0,,444.0,melandfear,0.0,444.0,41160.0,"Dough, Cresent dough, test overallocation 1",302597.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,777.0,20231114.0,922.0,0.0,40,3.0,1.0,,,1.0,,777.0,melandfear,0.0,777.0,41160.0,"Dough, Cresent dough, test overallocation 1",302598.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,888.0,20231114.0,922.0,0.0,40,3.0,1.0,,,1.0,,888.0,melandfear,0.0,888.0,41160.0,"Dough, Cresent dough, test overallocation 1",302599.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,67.0,20231114.0,922.0,0.0,40,3.0,1.0,,,1.0,,67.0,melandfear,0.0,67.0,41160.0,"Dough, Cresent dough, test overallocation 1",302600.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,196.0,20231114.0,922.0,0.0,40,3.0,1.0,,,1.0,,196.0,melandfear,0.0,196.0,41160.0,"Dough, Cresent dough, test overallocation 1",302601.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,775.0,20231114.0,923.0,0.0,40,3.0,1.0,,,1.0,,775.0,melandfear,0.0,775.0,41160.0,"Dough, Cresent dough, test overallocation 1",302602.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,1968.0,20231114.0,923.0,0.0,40,3.0,1.0,,,1.0,,1968.0,melandfear,0.0,1968.0,41160.0,"Dough, Cresent dough, test overallocation 1",302603.0,,1.0,1.0,20231114.0,1,0
BL229560,Chicago,7852.0,20231114.0,923.0,0.0,40,3.0,1.0,,,1.0,,7852.0,melandfear,0.0,7852.0,41160.0,"Dough, Cresent dough, test overallocation 1",302604.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,1.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302605.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,2.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302606.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,3.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302607.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,4.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302608.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,6.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302609.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,7.0,20231114.0,924.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302610.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,8.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,8.0,melandfear,0.0,8.0,41160.0,"Dough, Cresent dough, test overallocation 1",302611.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,9.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,9.0,melandfear,0.0,9.0,41160.0,"Dough, Cresent dough, test overallocation 1",302612.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,45.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,45.0,melandfear,0.0,45.0,41160.0,"Dough, Cresent dough, test overallocation 1",302613.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,567.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,567.0,melandfear,0.0,567.0,41160.0,"Dough, Cresent dough, test overallocation 1",302614.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,987.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,987.0,melandfear,0.0,987.0,41160.0,"Dough, Cresent dough, test overallocation 1",302615.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,33.0,20231114.0,925.0,0.0,40,3.0,1.0,,,1.0,,33.0,melandfear,0.0,33.0,41160.0,"Dough, Cresent dough, test overallocation 1",302616.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,-5.0,20231114.0,925.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302617.0,,1.0,1.0,20231114.0,1,0
BL229560,SanDiego,-987.0,20231114.0,925.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302618.0,,1.0,1.0,20231114.0,1,0
BL229547,SanDiego,-2000.0,20231114.0,925.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,-2000.0,melandfear,0.0,0.0,42825.5,NUTRI; Protein shake,302619.0,,1.0,1.0,20231114.0,1,0
BL229512,SanDiego,-2000.0,20231114.0,926.0,0.0,1,7.0,1.0,,,1.0,There were higher bids.,-2000.0,melandfear,0.0,0.0,26840.18,"Snack, cereal Bars",302620.0,,1.0,1.0,20231114.0,1,0
BL229561,SanDiego,5.0,20231114.0,927.0,0.0,25,3.0,1.0,,,1.0,,5.0,melandfear,0.0,5.0,41160.0,"Dough, Cres - test overallocation 2",302621.0,,1.0,1.0,20231114.0,1,0
BL229561,SanDiego,6.0,20231114.0,927.0,0.0,25,3.0,1.0,,,1.0,,6.0,melandfear,0.0,6.0,41160.0,"Dough, Cres - test overallocation 2",302622.0,,1.0,1.0,20231114.0,1,0
BL229561,SanDiego,7.0,20231114.0,927.0,0.0,25,3.0,1.0,,,1.0,,7.0,melandfear,0.0,7.0,41160.0,"Dough, Cres - test overallocation 2",302623.0,,1.0,1.0,20231114.0,1,0
BL229561,SanDiego,99.0,20231114.0,927.0,0.0,25,3.0,1.0,,,1.0,,99.0,melandfear,0.0,99.0,41160.0,"Dough, Cres - test overallocation 2",302624.0,,1.0,1.0,20231114.0,1,0
BL229561,SanDiego,997.0,20231114.0,927.0,0.0,25,3.0,1.0,,,1.0,,997.0,melandfear,0.0,997.0,41160.0,"Dough, Cres - test overallocation 2",302625.0,,1.0,1.0,20231114.0,1,0
BL229562,SanDiego,45.0,20231114.0,927.0,0.0,14,3.0,1.0,,,1.0,,45.0,melandfear,0.0,45.0,41160.0,"Dough, Test Overallocation 3",302626.0,,1.0,1.0,20231114.0,1,0
BL229562,SanDiego,96.0,20231114.0,927.0,0.0,14,3.0,1.0,,,1.0,,96.0,melandfear,0.0,96.0,41160.0,"Dough, Test Overallocation 3",302629.0,,1.0,1.0,20231114.0,1,0
BL229562,SanDiego,987.0,20231114.0,928.0,0.0,14,3.0,1.0,,,1.0,,987.0,melandfear,0.0,987.0,41160.0,"Dough, Test Overallocation 3",302630.0,,1.0,1.0,20231114.0,1,0
BL229564,SanDiego,1.0,20231114.0,928.0,0.0,4,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,41160.0,"Dough, Test overallocation 5",302631.0,,1.0,1.0,20231114.0,1,0
BL229563,SanDiego,1.0,20231114.0,928.0,0.0,7,3.0,1.0,,,1.0,,1.0,melandfear,0.0,1.0,41160.0,"Dough, test overallocation 4",302632.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,-500.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302633.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,-6.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302634.0,,1.0,1.0,20231114.0,1,0
BL229562,SanDiego,46.0,20231114.0,927.0,0.0,14,3.0,1.0,,,1.0,,46.0,melandfear,0.0,46.0,41160.0,"Dough, Test Overallocation 3",302627.0,,1.0,1.0,20231114.0,1,0
BL229562,SanDiego,88.0,20231114.0,927.0,0.0,14,3.0,1.0,,,1.0,,88.0,melandfear,0.0,88.0,41160.0,"Dough, Test Overallocation 3",302628.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,-65.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302635.0,,1.0,1.0,20231114.0,1,0
BL229560,Dallas,1.0,20231114.0,1005.0,0.0,40,7.0,1.0,,,1.0,There were higher bids.,7.0,melandfear,0.0,0.0,41160.0,"Dough, Cresent dough, test overallocation 1",302636.0,,1.0,1.0,20231114.0,1,0
